timestamp,usage
2017-06-04 07:59:42,1090
2017-06-04 08:59:42,2016
2017-06-04 09:59:48,2811
2017-06-04 10:59:48,3178
2017-06-04 11:59:44,3257
2017-06-04 13:02:48,3241
2017-06-04 14:02:47,3154
2017-06-04 14:02:47,3154
2017-06-04 16:04:12,2665
2017-06-05 09:30:15,2561
2017-06-05 10:30:17,3126
2017-06-05 11:30:18,3203
2017-06-05 12:04:14,3222
2017-06-05 12:04:14,3222
2017-06-05 13:30:19,3155
2017-06-05 14:30:17,3081
2017-06-05 16:04:18,2580
2017-06-06 08:57:22,1983
2017-06-06 10:30:20,2859
2017-06-06 10:57:20,2966
2017-06-06 12:30:24,3135
2017-06-06 12:57:21,3146
2017-06-06 13:57:22,3143
2017-06-06 15:04:22,2930
2017-06-06 16:04:23,2551
2017-06-07 08:30:27,1418
2017-06-07 09:30:27,2158
2017-06-07 09:57:27,2380
2017-06-07 10:57:30,2600
2017-06-07 12:30:28,2678
2017-06-07 13:04:28,2685
2017-06-07 14:03:28,2591
2017-06-07 15:04:30,2364
2017-06-07 15:04:30,2364
2017-06-08 08:57:34,671
2017-06-08 10:30:34,1010
2017-06-08 10:57:34,1078
2017-06-08 12:30:36,1405
2017-06-08 13:30:36,1510
2017-06-08 14:30:35,1588
2017-06-08 14:57:41,1609
2017-06-08 16:04:39,1473
2017-06-09 08:04:40,570
2017-06-09 09:30:45,584
2017-06-09 09:57:41,604
2017-06-09 11:30:41,736
2017-06-09 11:57:46,796
2017-06-09 13:30:42,892
2017-06-09 14:30:42,939
2017-06-09 15:04:44,898
2017-06-09 16:03:43,770
2017-06-10 08:30:47,1433
2017-06-10 09:30:49,2367
2017-06-10 10:30:48,2815
2017-06-10 10:57:52,2912
2017-06-10 11:57:49,3001
2017-06-10 13:04:49,3033
2017-06-10 14:03:49,2976
2017-06-10 14:03:49,2976
2017-06-10 15:30:49,2694
2017-06-11 08:30:54,1533
2017-06-11 08:57:56,1941
2017-06-11 09:57:59,2827
2017-06-11 10:57:55,3106
2017-06-11 12:30:56,3217
2017-06-11 13:04:00,3206
2017-06-11 14:04:00,3138
2017-06-11 15:03:58,2920
2017-06-11 16:01:00,2581
2017-06-12 08:31:01,1621
2017-06-12 09:26:58,2493
2017-06-12 10:31:04,3004
2017-06-12 11:31:05,3140
2017-06-12 12:31:05,3150
2017-06-12 13:04:04,3138
2017-06-12 14:03:59,3093
2017-06-12 15:01:03,2871
2017-06-12 15:01:03,2871
2017-06-13 09:31:01,2499
2017-06-13 09:57:08,2818
2017-06-13 11:31:06,3190
2017-06-13 11:57:06,3219
2017-06-13 13:04:04,3205
2017-06-13 13:04:04,3205
2017-06-13 15:04:08,2954
2017-06-13 16:04:08,2642
2017-06-14 08:27:10,1416
2017-06-14 09:27:10,2213
2017-06-14 10:27:09,2594
2017-06-14 11:27:06,2698
2017-06-14 12:01:11,2684
2017-06-14 13:01:11,2638
2017-06-14 14:01:11,2541
2017-06-14 15:01:12,2391
2017-06-14 16:01:11,2066
2017-06-15 08:34:10,611
2017-06-15 09:27:11,746
2017-06-15 10:27:15,952
2017-06-15 11:27:14,1096
2017-06-15 12:27:10,1258
2017-06-15 13:34:13,1450
2017-06-15 14:27:12,1481
2017-06-15 15:01:13,1518
2017-06-15 16:01:15,1408
2017-06-16 08:27:13,617
2017-06-16 09:27:13,1113
2017-06-16 10:34:13,1507
2017-06-16 11:27:17,1656
2017-06-16 12:27:14,1843
2017-06-16 13:01:16,1790
2017-06-16 14:01:18,1532
2017-06-16 15:01:18,1208
2017-06-16 15:01:18,1208
2017-06-17 08:27:16,1374
2017-06-17 09:27:20,2165
2017-06-17 10:31:16,2730
2017-06-17 11:31:18,2893
2017-06-17 12:04:19,2944
2017-06-17 12:57:17,2958
2017-06-17 14:04:21,2890
2017-06-17 14:04:21,2890
2017-06-17 15:31:21,2609
2017-06-18 08:28:25,1515
2017-06-18 09:28:22,2445
2017-06-18 10:28:58,2953
2017-06-18 11:01:57,3091
2017-06-18 12:27:57,3125
2017-06-18 13:01:56,3140
2017-06-18 13:01:56,3140
2017-06-18 15:01:58,2957
2017-06-18 15:01:58,2957
2017-06-19 08:25:01,1476
2017-06-19 08:58:05,2036
2017-06-19 09:58:04,2713
2017-06-19 10:59:00,3033
2017-06-19 11:59:05,3107
2017-06-19 12:25:00,3092
2017-06-19 13:25:03,3049
2017-06-19 14:32:03,2940
2017-06-19 15:32:05,2684
2017-06-22 08:59:44,609
2017-06-22 09:59:44,787
2017-06-22 10:59:47,976
2017-06-22 11:59:46,1141
2017-06-22 12:59:47,1313
2017-06-22 13:32:43,1356
2017-06-22 14:39:47,1371
2017-06-22 15:26:49,1336
2017-06-23 08:59:50,565
2017-06-23 09:59:52,624
2017-06-23 10:59:53,689
2017-06-23 11:59:50,815
2017-06-23 13:26:55,925
2017-06-23 13:59:53,946
2017-06-23 14:26:51,943
2017-06-23 15:26:56,909
2017-06-24 09:30:01,2192
2017-06-24 09:55:57,2316
2017-06-24 11:29:57,2553
2017-06-24 12:30:03,2632
2017-06-24 12:56:58,2660
2017-06-24 13:30:03,2652
2017-06-24 14:30:02,2631
2017-06-24 16:00:04,2323
2017-06-25 08:26:08,1380
2017-06-25 09:19:19,2083
2017-06-25 09:56:19,2402
2017-06-25 10:56:23,2634
2017-06-25 12:29:21,2767
2017-06-25 13:03:20,2797
2017-06-25 13:03:20,2797
2017-06-25 15:02:24,2655
2017-06-25 15:02:24,2655
2017-06-26 08:59:29,1878
2017-06-26 09:59:25,2399
2017-06-26 10:59:30,2610
2017-06-26 11:59:29,2690
2017-06-26 12:59:31,2726
2017-06-26 13:59:26,2761
2017-06-26 14:26:26,2738
2017-06-26 15:26:30,2567
2017-06-27 08:59:33,1882
2017-06-27 09:59:37,2345
2017-06-27 10:59:38,2569
2017-06-27 11:59:38,2689
2017-06-27 12:59:36,2744
2017-06-27 13:59:37,2733
2017-06-27 14:26:38,2695
2017-06-27 15:26:33,2572
2017-06-28 08:56:40,1612
2017-06-28 10:29:41,2140
2017-06-28 10:56:43,2222
2017-06-28 12:29:45,2308
2017-06-28 13:02:43,2355
2017-06-28 14:02:39,2355
2017-06-28 15:02:43,2257
2017-06-28 16:02:40,1971
2017-06-29 08:59:48,651
2017-06-29 09:59:51,842
2017-06-29 10:59:46,1081
2017-06-29 12:26:46,1293
2017-06-29 12:59:51,1352
2017-06-29 13:59:51,1429
2017-06-29 14:59:51,1479
2017-06-29 15:26:52,1460
2017-06-30 08:59:52,559
2017-06-30 09:59:52,634
2017-06-30 10:59:56,709
2017-06-30 11:59:58,842
2017-06-30 12:00:04,2901
2017-06-30 13:06:59,921
2017-06-30 13:06:59,921
2017-06-30 14:26:05,2854
2017-06-30 15:00:00,834
2017-06-30 08:00:03,1066
2017-06-30 08:26:02,1457
2017-06-30 09:00:00,2021
2017-06-30 09:26:03,2375
2017-06-30 10:00:05,2670
2017-06-30 10:26:02,2766
2017-06-30 11:00:02,2870
2017-06-30 11:26:04,2913
2017-06-30 12:26:06,2887
2017-06-30 13:00:06,2906
2017-06-30 13:26:01,2921
2017-06-30 13:59:47,2918
2017-06-30 15:00:03,2763
2017-06-30 15:27:04,2623
2017-06-30 16:00:07,2455
2017-07-01 08:26:07,1493
2017-07-01 09:26:12,2354
2017-07-01 10:26:11,2929
2017-07-01 11:26:11,3113
2017-07-01 12:26:12,3151
2017-07-01 13:00:12,3173
2017-07-01 14:00:09,3137
2017-07-01 15:00:12,3001
2017-07-01 16:00:09,2661
2017-07-02 08:56:14,1953
2017-07-02 09:56:15,2788
2017-07-02 10:56:16,3072
2017-07-02 11:56:19,3126
2017-07-02 13:03:20,3087
2017-07-02 14:03:20,3038
2017-07-02 14:03:20,3038
2017-07-02 16:03:20,2512
2017-07-03 08:26:26,1605
2017-07-03 09:26:22,2513
2017-07-03 10:26:25,2987
2017-07-03 11:26:27,3151
2017-07-03 12:26:27,3192
2017-07-03 12:59:26,3212
2017-07-03 13:59:26,3204
2017-07-03 15:00:23,2998
2017-07-03 16:03:28,2637
2017-07-04 08:26:32,1489
2017-07-04 08:59:32,1955
2017-07-04 10:26:31,2609
2017-07-04 11:33:31,2735
2017-07-04 12:00:31,2762
2017-07-04 13:00:30,2729
2017-07-04 13:00:30,2729
2017-07-04 15:00:30,2437
2017-07-04 16:00:33,2114
2017-07-05 08:26:35,621
2017-07-05 08:59:37,702
2017-07-05 09:59:37,852
2017-07-05 10:59:39,1001
2017-07-05 12:26:41,1235
2017-07-05 13:33:39,1352
2017-07-05 13:59:41,1373
2017-07-05 15:00:40,1361
2017-07-05 16:00:41,1226
2017-07-06 08:26:43,579
2017-07-06 09:33:44,653
2017-07-06 10:26:46,716
2017-07-06 10:59:45,769
2017-07-06 11:59:43,920
2017-07-06 13:06:45,1005
2017-07-06 13:06:45,1005
2017-07-06 15:00:47,943
2017-07-06 15:00:47,943
2017-07-07 08:26:53,1442
2017-07-07 08:59:50,1992
2017-07-07 09:59:50,2763
2017-07-07 10:59:51,3063
2017-07-07 11:59:51,3170
2017-07-07 12:59:53,3197
2017-07-07 13:59:54,3184
2017-07-07 15:00:51,3043
2017-07-07 16:00:51,2662
2017-07-08 08:59:56,2132
2017-07-08 09:59:56,2943
2017-07-08 11:33:56,3345
2017-07-08 11:59:58,3382
2017-07-08 13:00:00,3376
2017-07-08 14:00:59,3318
2017-07-08 15:00:02,3155
2017-07-08 16:01:02,2740
2017-07-09 08:27:02,1595
2017-07-09 09:34:05,2621
2017-07-09 10:27:03,3094
2017-07-09 11:27:04,3232
2017-07-09 12:00:06,3279
2017-07-09 13:00:08,3274
2017-07-09 14:00:04,3253
2017-07-09 15:00:06,3086
2017-07-09 16:00:09,2704
2017-07-10 08:34:11,1716
2017-07-10 09:27:11,2506
2017-07-10 10:27:10,3071
2017-07-10 11:27:14,3255
2017-07-10 12:27:14,3325
2017-07-10 13:00:13,3313
2017-07-10 14:00:15,3303
2017-07-10 15:00:13,3090
2017-07-10 16:00:15,2703
2017-07-11 08:27:19,1537
2017-07-11 09:27:16,2279
2017-07-11 10:27:18,2726
2017-07-11 11:27:18,2836
2017-07-11 12:00:21,2899
2017-07-11 13:00:19,2868
2017-07-11 14:00:21,2818
2017-07-11 15:00:21,2664
2017-07-11 16:00:21,2308
2017-07-12 08:27:25,588
2017-07-12 09:27:26,778
2017-07-12 10:27:27,1042
2017-07-12 11:34:23,1263
2017-07-12 12:27:23,1476
2017-07-12 13:27:27,1639
2017-07-12 14:27:28,1694
2017-07-12 15:00:28,1715
2017-07-12 16:00:24,1581
2017-07-13 08:27:31,587
2017-07-13 09:34:15,639
2017-07-13 10:33:32,731
2017-07-13 11:27:32,911
2017-07-13 12:27:31,1092
2017-07-13 13:33:34,1187
2017-07-13 14:00:35,1202
2017-07-13 15:00:35,1108
2017-07-13 16:00:32,958
2017-07-14 08:33:40,1621
2017-07-14 09:27:40,2518
2017-07-14 10:27:38,3014
2017-07-14 11:27:40,3168
2017-07-14 12:27:39,3226
2017-07-14 13:27:41,3271
2017-07-14 14:00:38,3261
2017-07-14 15:00:38,3128
2017-07-14 16:00:39,2787
2017-07-15 08:57:45,2170
2017-07-15 09:57:44,3052
2017-07-15 11:30:46,3406
2017-07-15 11:57:47,3438
2017-07-15 12:30:45,3399
2017-07-15 14:03:46,3345
2017-07-15 15:03:48,3157
2017-07-15 15:03:48,3157
2017-07-16 08:27:50,1685
2017-07-16 09:27:53,2586
2017-07-16 10:33:53,3224
2017-07-16 11:27:51,3304
2017-07-16 12:00:54,3335
