timestamp,usage
2017-06-04 07:59:42,623
2017-06-04 08:59:42,967
2017-06-04 09:59:48,1263
2017-06-04 10:59:48,1396
2017-06-04 11:59:44,1456
2017-06-04 13:02:48,1457
2017-06-04 14:02:47,1439
2017-06-04 14:02:47,1439
2017-06-04 16:04:12,1227
2017-06-05 09:30:15,1147
2017-06-05 10:30:17,1388
2017-06-05 11:30:18,1439
2017-06-05 12:04:14,1455
2017-06-05 12:04:14,1455
2017-06-05 13:30:19,1436
2017-06-05 14:30:17,1418
2017-06-05 16:04:18,1212
2017-06-06 08:57:22,946
2017-06-06 10:30:20,1294
2017-06-06 10:57:20,1344
2017-06-06 12:30:24,1417
2017-06-06 12:57:21,1431
2017-06-06 13:57:22,1430
2017-06-06 15:04:22,1355
2017-06-06 16:04:23,1179
2017-06-07 08:30:27,747
2017-06-07 09:30:27,1022
2017-06-07 09:57:27,1134
2017-06-07 10:57:30,1238
2017-06-07 12:30:28,1271
2017-06-07 13:04:28,1276
2017-06-07 14:03:28,1254
2017-06-07 15:04:30,1189
2017-06-07 15:04:30,1189
2017-06-08 08:57:34,406
2017-06-08 10:30:34,593
2017-06-08 10:57:34,635
2017-06-08 12:30:36,814
2017-06-08 13:30:36,884
2017-06-08 14:30:35,934
2017-06-08 14:57:41,963
2017-06-08 16:04:39,874
2017-06-09 08:04:40,294
2017-06-09 09:30:45,291
2017-06-09 09:57:41,306
2017-06-09 11:30:41,389
2017-06-09 11:57:46,426
2017-06-09 13:30:42,496
2017-06-09 14:30:42,506
2017-06-09 15:04:44,487
2017-06-09 16:03:43,430
2017-06-10 08:30:47,676
2017-06-10 09:30:49,1058
2017-06-10 10:30:48,1247
2017-06-10 10:57:52,1290
2017-06-10 11:57:49,1333
2017-06-10 13:04:49,1344
2017-06-10 14:03:49,1316
2017-06-10 14:03:49,1316
2017-06-10 15:30:49,1206
2017-06-11 08:30:54,705
2017-06-11 08:57:56,861
2017-06-11 09:57:59,1219
2017-06-11 10:57:55,1352
2017-06-11 12:30:56,1440
2017-06-11 13:04:00,1434
2017-06-11 14:04:00,1403
2017-06-11 15:03:58,1299
2017-06-11 16:01:00,1158
2017-06-12 08:31:01,743
2017-06-12 09:26:58,1106
2017-06-12 10:31:04,1342
2017-06-12 11:31:05,1401
2017-06-12 12:31:05,1416
2017-06-12 13:04:04,1406
2017-06-12 14:03:59,1383
2017-06-12 15:01:03,1272
2017-06-12 15:01:03,1272
2017-06-13 09:31:01,1111
2017-06-13 09:57:08,1249
2017-06-13 11:31:06,1402
