timestamp,usage
2017-06-04 07:59:42,273
2017-06-04 08:59:42,355
2017-06-04 09:59:48,494
2017-06-04 10:59:48,582
2017-06-04 11:59:44,643
2017-06-04 13:02:48,660
2017-06-04 14:02:47,646
2017-06-04 14:02:47,646
2017-06-04 16:04:12,520
2017-06-05 09:30:15,473
2017-06-05 10:30:17,587
2017-06-05 11:30:18,649
2017-06-05 12:30:16,670
2017-06-05 12:57:15,672
2017-06-05 13:30:19,647
2017-06-05 14:30:17,629
2017-06-05 16:04:18,522
2017-06-06 08:57:22,456
2017-06-06 10:30:20,587
2017-06-06 10:57:20,600
2017-06-06 12:30:24,668
2017-06-06 12:04:24,657
2017-06-06 13:30:21,594
2017-06-06 15:04:22,556
2017-06-06 16:04:23,510
2017-06-07 08:30:27,452
2017-06-07 09:30:27,540
2017-06-07 09:57:27,578
2017-06-07 10:57:30,631
2017-06-07 12:30:28,674
2017-06-07 13:04:28,676
2017-06-07 14:03:28,645
2017-06-07 15:04:30,607
2017-06-07 15:04:30,607
2017-06-08 08:57:34,409
2017-06-08 10:30:34,451
2017-06-08 10:57:34,455
2017-06-08 12:30:36,506
2017-06-08 13:30:36,548
2017-06-08 14:30:35,602
2017-06-08 14:57:41,609
2017-06-08 16:04:39,621
2017-06-09 08:04:40,297
2017-06-09 09:30:45,301
2017-06-09 09:57:41,309
2017-06-09 11:30:41,315
2017-06-09 11:57:46,311
2017-06-09 13:30:42,322
2017-06-09 14:30:42,364
2017-06-09 15:30:46,375
2017-06-09 16:03:43,373
2017-06-10 08:30:47,294
2017-06-10 09:30:49,417
2017-06-10 10:30:48,509
2017-06-10 10:57:52,520
2017-06-10 11:57:49,546
2017-06-10 13:04:49,563
2017-06-10 14:03:49,541
2017-06-10 14:03:49,541
2017-06-10 15:30:49,480
2017-06-11 08:30:54,350
2017-06-11 08:57:56,390
2017-06-11 09:57:59,510
2017-06-11 10:57:55,583
2017-06-11 12:03:55,642
2017-06-11 13:04:00,651
2017-06-11 14:04:00,647
2017-06-11 15:03:58,610
2017-06-11 16:01:00,541
2017-06-12 08:31:01,364
2017-06-12 09:26:58,448
2017-06-12 10:31:04,557
2017-06-12 11:31:05,609
2017-06-12 12:31:05,642
2017-06-12 13:04:04,651
2017-06-12 14:03:59,621
2017-06-12 15:01:03,592
2017-06-12 15:01:03,592
2017-06-13 09:31:01,440
2017-06-13 09:57:08,483
2017-06-13 11:31:06,558
2017-06-13 11:57:06,577
2017-06-13 13:04:04,610
2017-06-13 13:04:04,610
2017-06-13 15:04:08,557
2017-06-13 16:04:08,508
2017-06-14 08:27:10,354
2017-06-14 09:27:10,448
2017-06-14 10:27:09,498
2017-06-14 11:27:06,540
2017-06-14 12:01:11,544
2017-06-14 13:27:07,553
2017-06-14 14:01:11,555
2017-06-14 15:01:12,523
2017-06-14 16:01:11,473
2017-06-15 08:34:10,271
2017-06-15 09:27:11,299
2017-06-15 10:27:15,334
2017-06-15 11:27:14,336
2017-06-15 12:27:10,344
2017-06-15 13:34:13,425
2017-06-15 14:27:12,489
2017-06-15 15:27:12,507
2017-06-15 16:01:15,506
2017-06-16 08:27:13,274
2017-06-16 09:27:13,409
2017-06-16 10:34:13,480
2017-06-16 11:27:17,557
2017-06-16 12:27:14,633
2017-06-16 13:01:16,649
2017-06-16 14:01:18,592
2017-06-16 15:01:18,529
2017-06-16 15:01:18,529
2017-06-17 08:27:16,303
2017-06-17 09:27:20,395
2017-06-17 10:31:16,494
2017-06-17 11:31:18,538
2017-06-17 12:04:19,549
2017-06-17 12:04:19,549
2017-06-17 14:04:21,566
2017-06-17 14:04:21,566
2017-06-17 15:31:21,529
2017-06-18 08:28:25,337
2017-06-18 09:28:22,438
2017-06-18 10:28:58,544
2017-06-18 11:27:56,587
2017-06-18 12:01:59,605
2017-06-18 13:28:57,625
2017-06-18 13:01:56,617
2017-06-18 15:01:58,563
2017-06-18 15:01:58,563
2017-06-19 08:25:01,350
2017-06-19 08:58:05,399
2017-06-19 09:58:04,517
2017-06-19 10:59:00,600
2017-06-19 11:59:05,620
2017-06-19 12:58:01,650
2017-06-19 13:58:02,656
2017-06-19 14:32:03,626
2017-06-19 15:32:05,541
2017-06-22 08:59:44,286
2017-06-22 09:59:44,326
2017-06-22 10:59:47,359
2017-06-22 11:59:46,393
