timestamp,usage
2017-06-04 07:59:42,454
2017-06-04 08:59:42,527
2017-06-04 09:59:48,666
2017-06-04 10:59:48,800
2017-06-04 11:59:44,845
2017-06-04 13:29:45,820
2017-06-04 14:02:47,824
2017-06-04 14:02:47,824
2017-06-04 16:04:12,673
2017-06-05 09:30:15,635
2017-06-05 10:30:17,770
2017-06-05 11:30:18,805
2017-06-05 12:30:16,820
2017-06-05 12:57:15,836
2017-06-05 13:30:19,833
2017-06-05 14:30:17,803
2017-06-05 16:04:18,694
2017-06-06 08:57:22,502
2017-06-06 10:30:20,692
2017-06-06 10:57:20,733
2017-06-06 12:30:24,786
2017-06-06 12:57:21,794
2017-06-06 13:57:22,790
2017-06-06 15:04:22,730
2017-06-06 16:04:23,665
2017-06-07 08:30:27,437
2017-06-07 09:30:27,540
2017-06-07 09:57:27,587
2017-06-07 10:57:30,652
2017-06-07 12:03:29,706
2017-06-07 13:04:28,708
2017-06-07 14:03:28,684
2017-06-07 15:04:30,633
2017-06-07 15:04:30,633
2017-06-08 08:57:34,366
2017-06-08 10:30:34,497
2017-06-08 10:57:34,518
2017-06-08 12:30:36,616
2017-06-08 13:30:36,727
2017-06-08 14:30:35,804
2017-06-08 14:57:41,796
2017-06-08 16:04:39,790
2017-06-09 08:30:45,362
2017-06-09 09:30:45,390
2017-06-09 09:57:41,378
2017-06-09 11:30:41,515
2017-06-09 11:57:46,554
2017-06-09 13:30:42,674
2017-06-09 14:03:42,694
2017-06-09 15:04:44,691
2017-06-09 16:03:43,613
2017-06-10 08:30:47,353
2017-06-10 09:30:49,462
2017-06-10 10:30:48,580
2017-06-10 10:57:52,610
2017-06-10 11:57:49,650
2017-06-10 13:30:49,698
2017-06-10 14:03:49,691
2017-06-10 14:03:49,691
2017-06-10 15:30:49,628
2017-06-11 08:30:54,485
2017-06-11 08:57:56,524
2017-06-11 09:57:59,687
2017-06-11 10:57:55,804
2017-06-11 12:30:56,840
2017-06-11 13:04:00,841
2017-06-11 14:04:00,833
2017-06-11 15:03:58,788
2017-06-11 16:01:00,698
2017-06-12 08:31:01,490
2017-06-12 09:26:58,594
2017-06-12 10:31:04,711
2017-06-12 11:31:05,747
2017-06-12 12:31:05,780
2017-06-12 13:04:04,798
2017-06-12 14:03:59,766
2017-06-12 15:01:03,720
2017-06-12 15:01:03,720
2017-06-13 09:31:01,510
2017-06-13 09:57:08,587
2017-06-13 11:31:06,753
2017-06-13 11:57:06,775
2017-06-13 13:31:08,792
2017-06-13 13:57:07,797
2017-06-13 15:04:08,749
2017-06-13 16:04:08,715
2017-06-14 08:27:10,425
2017-06-14 09:27:10,525
