timestamp,municipality_id,usage,total_capacity
2017-06-04 07:59:42,4,1090,3893
2017-06-04 08:59:42,4,2016,3893
2017-06-04 09:59:48,4,2811,3893
2017-06-04 10:59:48,4,3178,3893
2017-06-04 11:59:44,4,3257,3893
2017-06-04 13:02:48,4,3241,3893
2017-06-04 14:02:47,4,3154,3893
2017-06-04 14:02:47,4,3154,3893
2017-06-04 16:04:12,4,2665,3893
2017-06-05 09:30:15,4,2561,3893
2017-06-05 10:30:17,4,3126,3893
2017-06-05 11:30:18,4,3203,3893
2017-06-05 12:04:14,4,3222,3893
2017-06-05 12:04:14,4,3222,3893
2017-06-05 13:30:19,4,3155,3893
2017-06-05 14:30:17,4,3081,3893
2017-06-05 16:04:18,4,2580,3893
2017-06-06 08:57:22,4,1983,3893
2017-06-06 10:30:20,4,2859,3893
2017-06-06 10:57:20,4,2966,3893
2017-06-06 12:30:24,4,3135,3893
2017-06-06 12:57:21,4,3146,3893
2017-06-06 13:57:22,4,3143,3893
2017-06-06 15:04:22,4,2930,3893
2017-06-06 16:04:23,4,2551,3893
2017-06-07 08:30:27,4,1418,3893
2017-06-07 09:30:27,4,2158,3893
2017-06-07 09:57:27,4,2380,3893
2017-06-07 10:57:30,4,2600,3893
2017-06-07 12:30:28,4,2678,3893
2017-06-07 13:04:28,4,2685,3893
2017-06-07 14:03:28,4,2591,3893
2017-06-07 15:04:30,4,2364,3893
2017-06-07 15:04:30,4,2364,3893
2017-06-08 08:57:34,4,671,3893
2017-06-08 10:30:34,4,1010,3893
2017-06-08 10:57:34,4,1078,3893
2017-06-08 12:30:36,4,1405,3893
2017-06-08 13:30:36,4,1510,3893
2017-06-08 14:30:35,4,1588,3893
2017-06-08 14:57:41,4,1609,3893
2017-06-08 16:04:39,4,1473,3893
2017-06-09 08:04:40,4,570,3893
2017-06-09 09:30:45,4,584,3893
2017-06-09 09:57:41,4,604,3893
2017-06-09 11:30:41,4,736,3893
2017-06-09 11:57:46,4,796,3893
2017-06-09 13:30:42,4,892,3893
2017-06-09 14:30:42,4,939,3893
2017-06-09 15:04:44,4,898,3893
2017-06-09 16:03:43,4,770,3893
2017-06-10 08:30:47,4,1433,3893
2017-06-10 09:30:49,4,2367,3893
2017-06-10 10:30:48,4,2815,3893
2017-06-10 10:57:52,4,2912,3893
2017-06-10 11:57:49,4,3001,3893
2017-06-10 13:04:49,4,3033,3893
2017-06-10 14:03:49,4,2976,3893
2017-06-10 14:03:49,4,2976,3893
2017-06-10 15:30:49,4,2694,3893
2017-06-11 08:30:54,4,1533,3893
2017-06-11 08:57:56,4,1941,3893
2017-06-11 09:57:59,4,2827,3893
2017-06-11 10:57:55,4,3106,3893
2017-06-11 12:30:56,4,3217,3893
2017-06-11 13:04:00,4,3206,3893
2017-06-11 14:04:00,4,3138,3893
2017-06-11 15:03:58,4,2920,3893
2017-06-11 16:01:00,4,2581,3893
2017-06-12 08:31:01,4,1621,3893
2017-06-12 09:26:58,4,2493,3893
2017-06-12 10:31:04,4,3004,3893
2017-06-12 11:31:05,4,3140,3893
2017-06-12 12:31:05,4,3150,3893
2017-06-12 13:04:04,4,3138,3893
2017-06-12 14:03:59,4,3093,3893
2017-06-12 15:01:03,4,2871,3893
2017-06-12 15:01:03,4,2871,3893
2017-06-13 09:31:01,4,2499,3893
2017-06-13 09:57:08,4,2818,3893
2017-06-13 11:31:06,4,3190,3893
2017-06-13 11:57:06,4,3219,3893
2017-06-13 13:04:04,4,3205,3893
