timestamp,municipality_id,usage,total_capacity
2017-06-04 07:59:42,9,454,1332
2017-06-04 08:59:42,9,527,1332
2017-06-04 09:59:48,9,666,1332
2017-06-04 10:59:48,9,800,1332
2017-06-04 11:59:44,9,845,1332
2017-06-04 13:29:45,9,820,1332
2017-06-04 14:02:47,9,824,1332
2017-06-04 14:02:47,9,824,1332
2017-06-04 16:04:12,9,673,1332
2017-06-05 09:30:15,9,635,1332
2017-06-05 10:30:17,9,770,1332
2017-06-05 11:30:18,9,805,1332
2017-06-05 12:30:16,9,820,1332
2017-06-05 12:57:15,9,836,1332
2017-06-05 13:30:19,9,833,1332
2017-06-05 14:30:17,9,803,1332
2017-06-05 16:04:18,9,694,1332
2017-06-06 08:57:22,9,502,1332
2017-06-06 10:30:20,9,692,1332
2017-06-06 10:57:20,9,733,1332
2017-06-06 12:30:24,9,786,1332
2017-06-06 12:57:21,9,794,1332
2017-06-06 13:57:22,9,790,1332
2017-06-06 15:04:22,9,730,1332
2017-06-06 16:04:23,9,665,1332
2017-06-07 08:30:27,9,437,1332
2017-06-07 09:30:27,9,540,1332
2017-06-07 09:57:27,9,587,1332
2017-06-07 10:57:30,9,652,1332
2017-06-07 12:03:29,9,706,1332
2017-06-07 13:04:28,9,708,1332
2017-06-07 14:03:28,9,684,1332
2017-06-07 15:04:30,9,633,1332
2017-06-07 15:04:30,9,633,1332
2017-06-08 08:57:34,9,366,1332
2017-06-08 10:30:34,9,497,1332
2017-06-08 10:57:34,9,518,1332
2017-06-08 12:30:36,9,616,1332
2017-06-08 13:30:36,9,727,1332
2017-06-08 14:30:35,9,804,1332
2017-06-08 14:57:41,9,796,1332
2017-06-08 16:04:39,9,790,1332
2017-06-09 08:30:45,9,362,1332
2017-06-09 09:30:45,9,390,1332
2017-06-09 09:57:41,9,378,1332
2017-06-09 11:30:41,9,515,1332
2017-06-09 11:57:46,9,554,1332
2017-06-09 13:30:42,9,674,1332
2017-06-09 14:03:42,9,694,1332
2017-06-09 15:04:44,9,691,1332
2017-06-09 16:03:43,9,613,1332
2017-06-10 08:30:47,9,353,1332
2017-06-10 09:30:49,9,462,1332
2017-06-10 10:30:48,9,580,1332
2017-06-10 10:57:52,9,610,1332
2017-06-10 11:57:49,9,650,1332
2017-06-10 13:30:49,9,698,1332
2017-06-10 14:03:49,9,691,1332
2017-06-10 14:03:49,9,691,1332
2017-06-10 15:30:49,9,628,1332
2017-06-11 08:30:54,9,485,1332
2017-06-11 08:57:56,9,524,1332
2017-06-11 09:57:59,9,687,1332
2017-06-11 10:57:55,9,804,1332
2017-06-11 12:30:56,9,840,1332
2017-06-11 13:04:00,9,841,1332
2017-06-11 14:04:00,9,833,1332
2017-06-11 15:03:58,9,788,1332
2017-06-11 16:01:00,9,698,1332
2017-06-12 08:31:01,9,490,1332
2017-06-12 09:26:58,9,594,1332
